Date	Start Time	End Time	Transportation modes
2007/4/12	18:21:16	22:56:56	bike
2007/4/13	8:53:06	9:06:15	bike
2007/4/13	13:19:33	13:27:34	taxi
2007/4/13	15:01:26	15:18:02	taxi
2007/4/12	18:22:03	18:26:25	walk
2007/4/13	18:59:58	19:02:27	walk
2007/4/13	22:41:33	22:45:58	walk
2007/4/13	22:48:55	23:05:58	taxi
2007/4/14	10:31:39	10:44:24	walk
2007/4/14	10:48:15	11:06:59	bus
2007/4/14	11:07:05	11:09:24	walk
2007/4/16	21:02:52	21:04:28	walk
2007/4/16	21:04:44	21:19:15	bus
2007/4/16	21:19:34	21:29:50	walk
2007/4/17	21:30:15	21:42:16	walk
2007/4/17	9:43:30	10:00:01	bus
2007/4/17	10:00:08	10:03:14	walk
2007/4/17	21:01:53	21:04:58	walk
2007/4/17	21:25:05	21:35:15	walk
2007/4/18	10:09:57	10:31:34	bus
2007/4/19	21:15:11	21:26:46	walk
2007/4/19	23:09:11	23:23:44	taxi
2007/4/20	10:35:57	10:46:57	walk
2007/4/24	0:15:08	0:34:15	walk
2007/4/24	2:03:19	2:26:56	walk
2007/4/24	20:49:08	20:54:13	walk
2007/4/24	20:57:12	21:15:30	bus
2007/4/24	21:15:51	21:36:07	walk
2007/4/25	10:12:20	10:16:05	walk
2007/4/25	10:16:54	10:40:45	bus
2007/4/27	10:07:30	10:18:46	walk
2007/4/27	10:19:02	10:42:54	bus
2007/4/27	10:42:56	10:47:47	walk
2007/4/27	22:00:36	22:18:31	bus
2007/4/27	22:18:41	22:36:45	walk
2007/4/28	21:40:38	21:47:39	bus
2007/4/28	21:48:21	21:50:26	walk
2007/8/9	18:22:03	22:59:30	bike
	23:00:17		
