Date	Start Time	End Time	Transportation modes
2008/2/13	14:12:50	14:23:54	bus
2008/2/13	14:31:26	14:37:35	walk
2008/2/16	13:28:17	13:35:03	walk
2008/2/16	13:35:08	13:50:28	train
2008/2/16	14:16:40	17:36:04	walk
2008/2/20	6:38:55	6:47:42	walk
2008/2/20	6:51:42	7:32:14	bus
2008/2/20	7:36:14	11:47:01	walk
2008/2/20	11:51:01	11:54:03	bus
2008/2/20	12:14:49	13:07:07	walk
2008/2/21	6:57:42	7:14:26	bus
2008/2/26	6:49:17	6:58:15	walk
2008/2/26	6:58:17	7:31:56	bus
2008/2/26	7:31:59	7:42:17	walk
2008/2/27	6:50:37	7:08:48	walk
2008/2/27	17:09:19	17:18:25	walk
2008/2/27	17:22:25	5:45:28	bus
2008/2/27	19:59:37	20:27:51	walk
2008/2/28	6:53:33	7:05:07	walk
2008/5/1	8:17:38	8:19:23	walk
2008/5/1	8:19:28	9:11:55	bus
2008/5/1	9:12:00	9:29:00	walk
2008/5/1	10:35:58	11:23:48	bus
2008/5/1	11:23:53	11:27:03	walk
2008/5/2	16:28:27	16:31:47	walk
2008/5/2	16:31:52	16:55:47	bus
2008/5/2	16:55:52	17:41:37	walk
2008/5/2	17:41:42	17:46:07	taxi
2008/5/2	17:46:12	21:07:39	walk
2007/5/2	21:07:44	21:25:19	bus
2007/5/2	21:25:24	21:44:04	walk
2007/5/3	8:18:14	11:04:44	walk
2007/5/6	6:50:30	6:53:30	walk
2007/5/6	6:53:35	7:21:50	bus
2007/5/6	7:21:55	7:58:35	walk
2007/5/6	17:03:31	17:29:11	walk
2007/5/6	17:29:16	18:24:56	bus
2007/5/6	18:25:01	19:40:46	walk
2007/5/7	9:37:33	9:43:43	walk
2007/5/7	9:43:48	10:12:18	bus
2007/5/7	10:12:23	10:45:13	walk
2007/5/7	10:45:18	11:31:13	bus
2007/5/7	11:31:18	12:39:58	walk
2007/5/10	10:51:55	11:03:05	walk
2007/5/10	10:03:10	11:13:40	bus
2007/5/10	11:13:45	11:16:30	walk
2007/5/10	11:59:05	12:21:30	walk
2007/5/10	12:21:35	12:26:50	bus
2007/5/10	12:26:55	12:36:10	walk
2007/5/12	6:59:57	7:20:57	walk
2007/5/12	7:21:02	8:04:02	bus
2007/5/12	8:04:07	8:12:52	walk
2007/5/12	6:50:09	7:12:39	walk
2007/5/12	6:50:44	7:54:04	bus
2007/5/12	7:54:09	8:00:24	walk
2007/5/13	15:45:06	15:47:21	walk
2007/5/13	15:47:26	16:08:56	bus
2007/5/13	16:09:01	16:15:06	walk
2007/5/15	6:36:58	6:39:13	walk
2007/5/15	6:40:28	6:50:08	bus
2007/5/15	6:50:13	7:04:08	walk
2007/5/15	15:37:36	15:51:29	walk
2007/5/15	15:51:34	16:09:04	bus
2007/5/15	16:09:09	16:11:04	walk
2007/5/15	16:11:09	16:14:29	bus
2007/5/15	16:14:34	16:29:28	walk
2008/5/16	6:56:36	7:19:56	bus
2008/5/16	7:19:58	7:30:00	walk
2008/5/16	21:24:29	21:41:53	walk
2008/5/16	21:41:53	22:19:17	bus
2008/5/16	22:19:19	22:26:43	walk
2008/5/17	11:47:35	11:54:22	walk
2008/5/17	11:54:24	12:14:15	bus
2008/5/17	12:14:17	12:14:41	walk
2008/5/17	13:40:00	13:41:56	bus
2008/5/17	13:41:58	14:31:16	walk
2008/5/17	14:31:18	14:36:18	bus
2008/5/17	14:36:20	14:47:10	walk
2008/5/17	14:47:12	14:53:10	bus
2008/5/17	14:53:12	15:38:34	walk
2008/5/17	15:38:36	15:51:16	taxi
2008/5/17	15:51:18	19:19:56	walk
2008/5/17	19:19:58	19:38:30	bus
2008/5/17	19:38:32	19:53:26	walk
2008/5/17	19:53:28	19:56:50	bus
2008/5/17	19:56:52	20:03:50	walk
2008/5/19	6:54:24	7:16:30	bus
2008/5/19	7:16:32	7:32:50	walk
2008/5/19	12:05:59	12:06:25	walk
2008/5/19	12:06:27	12:17:25	bus
2008/5/19	12:20:59	12:26:33	bus
2008/5/19	12:26:35	12:36:53	walk
2008/5/20	6:55:36	7:19:28	bus
2008/5/20	7:19:30	18:54:33	walk
2008/5/20	18:54:35	18:00:07	walk
2008/5/20	18:00:09	18:38:27	bus
2008/5/21	7:03:06	7:33:24	bus
2008/5/21	7:33:26	7:42:14	walk
2008/5/21	17:54:04	18:01:33	walk
2008/5/21	18:01:35	18:25:38	bus
2008/5/22	6:57:59	7:27:05	bus
2008/5/22	7:27:07	7:39:41	walk
2008/5/22	10:33:55	10:53:17	bus
2008/5/22	13:06:06	14:14:48	bus
2008/5/22	14:14:50	14:47:18	walk
2008/5/22	14:47:20	15:43:24	bus
2008/5/23	7:04:05	7:19:33	bus
2008/5/23	7:19:35	7:33:35	walk
2008/5/23	17:16:35	17:32:09	walk
2008/5/23	17:32:11	18:10:09	bus
2008/5/23	18:10:11	18:21:39	walk
2008/5/24	16:56:58	17:23:40	bus
2008/5/24	17:23:42	17:28:24	walk
2008/5/24	17:28:26	17:49:22	bus
2008/5/25	17:02:05	17:34:31	walk
2008/5/25	17:34:33	20:09:37	bus
2008/5/26	15:07:00	15:15:02	walk
2008/5/26	15:15:04	16:52:34	bus
2008/5/26	16:52:36	16:56:48	walk
2008/5/26	16:56:50	17:50:44	bus
2008/5/26	17:50:46	18:07:02	walk
2008/5/28	6:49:04	7:07:27	bus
2008/5/28	7:07:29	7:22:07	walk
2008/5/28	17:27:54	18:25:08	bus
2008/5/28	18:25:10	18:28:22	walk
2008/5/29	7:09:05	7:31:37	bus
2008/5/29	7:31:39	7:38:51	walk
2008/5/29	18:41:54	19:09:46	bus
2008/5/29	19:09:48	19:17:40	walk
2008/5/30	7:05:22	7:19:27	bus
2008/5/30	7:19:29	7:33:09	walk
2008/7/22	15:20:28	15:43:02	taxi
2008/7/22	15:50:32	16:54:40	bus
2008/7/22	16:54:42	17:10:56	walk
2008/7/22	18:07:43	18:17:51	walk
2008/7/22	18:22:13	19:22:23	bus
2008/7/22	19:22:25	19:28:37	walk
2008/7/22	20:16:57	20:25:29	walk
2008/7/22	20:25:31	20:30:27	bus
2008/7/22	20:30:29	20:38:25	walk
2008/7/22	22:05:31	22:06:17	walk
2008/7/22	22:06:19	22:35:11	bus
2008/7/23	7:42:36	8:31:36	bus
2008/7/23	8:31:38	8:42:30	walk
2008/7/23	18:43:30	18:45:44	walk
2008/7/23	18:45:46	19:09:36	subway
2008/7/23	19:09:38	19:20:58	walk
2008/7/23	20:26:30	20:29:10	walk
2008/7/22	22:05:30	22:07:58	walk
2008/7/22	22:36:22	23:02:12	bus
2008/7/23	23:02:14	23:04:00	walk
2008/7/24	18:28:54	18:32:28	walk
2008/7/24	18:32:30	19:43:42	bus
2008/7/24	21:22:24	21:24:42	walk
2008/7/24	21:24:44	22:01:18	bus
2008/7/25	10:54:30	11:16:20	walk
2008/7/25	20:31:53	21:06:29	bus
2008/7/26	19:27:19	20:27:17	bus
2008/7/26	20:27:19	20:30:23	walk
