Date	Start Time	End Time	Transportation modes
2008/5/9	18:08:06	18:31:01	bike
2008/5/10	8:14:34	8:43:44	bike
2008/5/10	15:11:34	15:44:04	subway
2008/5/10	21:36:34	22:00:01	bike
2008/5/10	10:50:52	11:05:51	bike
2008/5/10	11:05:53	11:43:14	bus
2008/5/10	11:43:16	11:54:27	walk
2008/5/11	10:50:52	11:03:09	bike
2008/5/11	11:03:11	11:48:34	bus
2008/5/11	11:48:36	11:54:27	walk
2008/5/22	23:08:59	23:40:12	bike
2008/5/23	9:40:00	10:40:00	bus
2008/5/23	10:40:02	13:25:00	walk
2008/5/23	13:25:02	13:50:00	bus
2008/5/23	13:50:02	15:10:00	walk
2008/5/23	16:38:00	17:47:00	bus
2008/5/23	20:13:00	20:50:00	bus
2008/5/23	21:54:00	23:59:00	walk
2008/5/24	10:14:00	10:26:00	bike
2008/5/24	11:26:00	12:37:00	bus
2008/5/24	12:37:02	12:47:00	walk
2008/5/30	8:16:35	8:40:53	bike
2008/5/30	14:50:00	15:41:00	subway
2008/5/30	22:24:23	23:04:14	bus
2008/5/31	21:06:34	21:17:00	walk
2008/5/31	21:17:02	21:21:40	subway
2008/5/31	21:21:42	21:50:36	walk
2008/6/1	0:05:09	0:29:51	bus
2008/6/1	0:58:13	1:21:54	bus
2008/6/3	0:40:23	0:49:03	walk
2008/6/3	0:49:05	0:51:30	subway
2008/6/3	0:51:32	1:22:40	bike
2008/6/5	0:20:53	0:26:31	car
2008/6/5	0:26:33	0:28:31	walk
2008/6/5	13:36:30	13:44:52	car
2008/6/5	13:44:54	13:45:24	walk
2008/6/7	17:46:17	17:48:27	walk
2008/6/7	17:48:30	18:01:23	bus
2008/6/7	18:01:25	18:11:51	walk
2008/6/7	20:13:36	20:31:49	walk
2008/6/7	20:56:49	21:07:12	walk
2008/6/7	21:07:12	21:27:45	bus
2008/6/7	21:27:47	23:43:01	bike
2008/6/8	9:16:16	9:43:57	bike
2008/6/20	7:52:46	8:23:43	bike
2008/6/20	8:23:43	8:48:41	bus
2008/6/20	8:48:41	8:57:05	walk
2008/6/21	14:48:12	14:57:47	subway
2008/6/21	14:57:47	15:04:12	walk
2008/6/21	15:30:14	15:33:50	walk
2008/6/21	21:53:27	22:01:04	walk
2008/6/21	22:01:06	22:09:21	subway
2008/6/21	22:09:23	22:16:35	walk
2008/6/21	22:16:37	22:26:36	bike
2008/6/22	12:29:09	12:38:35	bike
2008/6/22	0:38:35	0:44:55	subway
2008/6/22	14:48:33	14:54:22	subway
2008/6/22	14:54:24	14:59:28	walk
2008/8/20	9:59:24	10:23:08	bus
2008/8/20	10:26:03	14:17:33	walk
2008/8/20	15:54:28	19:30:36	walk
2008/8/20	20:22:06	20:52:41	bus
2008/8/20	20:52:43	22:23:16	walk
2008/8/23	12:55:22	13:40:37	bus
2008/8/23	13:40:39	13:51:42	walk
2008/8/24	13:00:33	13:49:44	walk
2008/8/24	13:49:57	14:00:44	bus
2008/8/24	14:00:46	14:06:44	walk
2008/8/24	15:54:52	16:04:47	walk
2008/8/24	16:04:57	17:07:41	bus
2008/8/24	17:07:43	17:11:16	walk
2008/8/27	15:49:18	17:14:53	bus
2008/8/28	18:10:05	12:52:30	train
2008/8/28	12:54:30	13:59:35	bus
2008/9/2	8:36:43	8:50:58	walk
2008/9/3	8:00:12	11:59:22	car
2008/9/3	22:20:24	3:59:39	train
2008/9/4	5:01:36	7:26:22	train
2008/9/6	9:47:59	9:59:00	bike
2008/9/6	9:59:08	10:06:23	walk
2008/9/6	10:06:25	10:16:34	subway
2008/9/6	10:16:36	10:21:24	walk
2008/9/8	16:01:08	16:07:38	bike
2008/9/8	16:10:25	16:19:46	bike
2008/9/9	14:05:30	14:09:00	bike
2008/9/9	14:31:19	15:29:29	bus
2008/9/9	16:25:04	16:41:39	walk
2008/9/9	22:02:06	22:11:46	car
2008/9/9	22:11:50	22:44:51	walk
2008/9/12	9:30:24	9:39:44	bus
2008/9/12	9:39:46	9:51:46	walk
2008/9/12	15:06:47	15:15:32	walk
2008/9/12	15:15:40	15:25:37	bus
2008/9/12	15:25:39	15:27:12	walk
2008/9/13	17:20:17	17:30:17	bike
2008/9/13	17:30:20	17:39:17	walk
2008/9/13	17:39:20	18:20:42	subway
2008/9/13	18:22:28	18:29:48	car
2008/9/13	21:26:34	21:36:29	walk
2008/9/13	21:36:48	21:43:42	car
2008/9/13	21:43:45	22:34:33	subway
2008/9/13	22:34:35	22:40:53	walk
2008/9/13	22:40:55	22:53:28	bike
2008/9/14	18:35:35	18:38:15	bike
2008/9/14	18:42:45	18:45:50	bike
2008/9/14	18:54:35	19:06:55	bike
2008/9/15	12:04:04	12:27:26	bike
2008/9/15	12:46:01	12:59:32	bike
2008/9/15	13:49:52	14:09:50	bike
2008/9/16	13:04:06	13:15:41	bike
2008/9/16	13:30:31	13:39:23	bike
2008/9/16	13:50:54	13:58:26	bike
2008/9/16	14:09:06	14:36:46	bus
2008/9/16	15:02:55	15:18:17	bus
2008/9/16	15:34:42	15:42:57	walk
2008/9/16	15:43:00	15:59:57	bus
2008/9/16	16:00:00	16:17:27	walk
2008/9/16	16:17:30	16:32:47	bus
2008/9/16	22:27:25	22:48:00	bus
2008/9/16	22:55:55	22:55:15	walk
2008/9/16	1:16:00	1:21:20	bike
2008/9/17	11:23:10	12:22:45	walk
2008/9/17	12:22:47	12:30:30	subway
2008/9/17	12:30:35	13:13:00	bike
2008/9/17	14:06:55	14:21:35	bike
2008/9/20	11:31:21	11:55:56	bike
2008/9/20	12:45:02	13:03:00	bike
2008/9/20	17:28:25	17:45:00	bike
2008/9/20	17:48:00	18:03:01	bus
2008/9/20	18:08:45	18:53:05	bus
2008/9/20	18:53:07	19:08:40	walk
2008/9/20	21:01:35	21:29:35	walk
2008/9/20	21:29:37	21:48:40	bus
2008/9/20	22:21:10	22:30:05	subway
2008/9/20	22:30:07	22:55:45	walk
2008/9/20	22:55:47	23:04:15	bike
2008/9/21	13:51:36	14:14:51	bike
2008/9/21	14:14:53	14:42:41	bus
2008/9/21	14:42:43	14:55:31	walk
2008/9/23	15:15:12	15:18:25	bike
2008/9/23	15:31:38	15:36:34	bike
2008/9/23	16:00:59	16:09:08	bike
2008/9/25	18:40:10	18:45:40	bike
2008/9/25	18:45:42	19:09:15	walk
2008/9/25	19:09:17	19:26:40	bike
2008/9/25	23:41:23	23:49:13	bike
2008/9/25	23:59:33	0:10:58	bike
