Date	Start Time	End Time	Transportation modes
2008/4/11	19:44:53	20:10:53	car
2008/4/14	18:22:28	19:06:42	car
2008/4/15	11:40:30	12:16:10	car
2008/4/16	12:52:34	13:09:21	car
2008/4/16	18:59:22	19:45:58	car
2008/4/18	18:56:28	19:35:57	car
2008/4/19	15:36:00	16:14:08	car
2008/4/19	18:13:17	18:45:55	car
2008/4/21	13:00:35	13:25:18	car
2008/4/21	19:41:40	19:56:15	car
2008/4/21	7:56:52	8:34:24	car
2008/4/22	11:22:20	11:35:34	car
2008/4/23	10:05:00	10:33:00	car
2008/4/23	19:14:00	12:49:58	car
2008/4/24	9:23:05	9:56:02	car
2008/4/24	18:48:28	19:29:00	car
2008/4/25	19:22:00	19:45:57	car
2008/4/26	15:35:00	17:01:00	car
2008/4/28	19:04:10	19:38:34	car
2008/4/30	9:34:46	20:52:16	car
2008/5/1	9:09:43	10:00:00	car
2008/5/2	8:00:34	8:13:38	walk
2008/5/3	9:58:39	17:30:29	car
2008/5/5	12:29:55	19:58:43	car
2008/5/6	11:08:16	20:23:14	car
2008/5/7	8:12:06	9:10:11	car
2008/5/8	18:59:39	19:33:43	car
2008/5/9	12:35:09	20:30:55	car
2008/5/10	10:25:09	11:02:55	car
2008/5/11	14:37:07	20:37:47	car
2008/5/12	18:18:17	18:27:14	walk
2008/5/17	15:02:34	17:26:22	car
2008/5/18	9:56:26	13:31:15	walk
2008/5/20	10:41:45	10:47:38	car
2008/8/1	14:07:09	15:08:37	car
