Date	Start Time	End Time	Transportation modes
2007/4/12	18:21:16	22:56:56	bike
2007/4/13	8:53:06	9:06:15	bike
2007/4/13	13:19:33	13:27:34	taxi
2007/4/13	15:01:26	15:18:02	taxi
2007/4/30	17:30:00	17:35:00	walk
2007/4/30	19:50:00	20:01:00	taxi
2007/5/1	18:10:00	18:36:00	bus
2007/5/1	18:36:00	19:00:00	walk
2007/5/1	23:30:00	23:55:00	taxi
2007/5/2	13:20:00	13:49:00	car
2007/5/2	13:50:00	15:00:00	walk
2007/5/2	15:00:00	16:30:00	car
2007/5/2	19:44:00	20:05:00	taxi
2007/5/3	10:38:00	12:30:00	walk
2007/5/3	21:00:00	21:50:00	walk
2007/5/3	21:50:00	22:12:00	bus
2007/5/3	22:12:00	22:39:00	walk
2007/5/3	22:39:00	23:00:00	taxi
2007/5/5	9:00:00	9:10:00	walk
2007/5/5	16:25:00	16:55:00	bus
2007/5/5	16:55:00	17:10:00	walk
2007/5/5	21:15:00	21:30:00	walk
2007/5/5	21:30:00	22:05:00	car
2007/5/5	22:05:00	22:15:00	walk
2007/5/7	13:30:00	13:41:00	walk
2007/5/7	13:41:00	14:00:00	bus
2007/5/7	14:00:00	14:12:00	walk
2007/5/7	18:55:00	19:59:00	walk
2007/5/7	19:59:00	20:08:00	bus
2007/5/7	20:08:00	20:20:00	walk
2007/5/8	6:05:00	6:20:00	taxi
2007/5/8	20:20:00	20:50:00	walk
2007/5/9	9:30:00	9:53:00	walk
2007/5/9	20:50:00	21:32:00	walk
2007/5/10	9:22:00	9:48:00	walk
2007/5/10	20:50:00	21:08:00	walk
2007/5/11	22:52:00	23:20:00	walk
2007/5/12	11:44:00	12:43:00	walk
2007/5/12	18:50:00	19:33:00	walk
2007/5/12	21:56:00	22:20:00	walk
2007/5/13	12:57:00	12:59:00	walk
2007/5/13	22:06:00	22:34:00	walk
2007/5/14	8:55:00	9:30:00	walk
2007/5/14	22:22:00	22:47:00	walk
2007/5/15	9:27:00	9:54:00	walk
2007/5/15	22:12:00	22:40:00	walk
2007/5/16	9:00:00	9:34:00	walk
2007/5/16	22:28:00	23:00:00	walk
2007/5/17	8:52:00	9:32:00	walk
2007/5/20	14:42:00	15:38:00	bike
2007/5/20	22:09:00	22:24:00	bike
2007/5/21	9:07:00	9:23:00	bike
2007/5/21	22:21:00	22:36:00	bike
2007/5/22	8:52:00	9:10:00	bike
