Date	Start Time	End Time	Transportation modes
2008/9/14	21:03:08	21:13:13	bike
2008/9/15	10:37:31	14:08:51	bike
2008/9/15	18:17:05	18:29:55	bike
2008/9/15	20:30:30	20:50:38	bike
2008/9/16	11:13:38	11:17:03	bike
2008/9/16	11:17:08	11:25:03	walk
2008/9/16	11:25:08	11:31:43	bike
2008/9/16	12:15:50	12:22:25	bike
2008/9/16	12:47:50	12:49:35	bike
2008/9/16	12:51:50	12:53:30	bike
2008/9/16	14:45:10	14:50:05	bike
2008/9/16	15:06:30	15:26:15	bike
2008/9/16	15:33:45	15:36:20	walk
2008/9/16	15:56:15	16:21:30	bus
2008/9/16	16:21:35	16:44:49	walk
2008/9/16	16:56:19	17:32:24	walk
2008/9/18	12:53:34	13:00:35	bike
2008/9/18	13:22:05	13:33:30	bike
2008/9/18	17:27:26	17:34:01	bike
2008/9/18	19:42:43	20:26:43	bike
2008/9/18	20:49:08	20:54:48	walk
2008/9/20	16:15:47	16:23:23	walk
2008/9/20	16:26:43	17:28:43	bus
2008/9/20	17:28:45	17:55:05	walk
2008/9/20	21:03:29	21:17:59	car
2008/9/20	21:17:59	21:26:11	walk
2008/9/29	16:49:30	17:23:25	bike
2008/9/29	18:54:05	19:13:57	bus
2008/9/29	21:10:53	21:33:01	bus
2008/9/29	21:33:01	21:36:35	walk
2008/9/29	22:21:53	22:32:09	bike
2008/9/30	11:23:35	11:30:47	walk
2008/9/30	11:30:47	11:35:37	bus
2008/9/30	11:35:37	11:58:42	walk
2008/9/30	11:58:42	12:43:06	bus
2008/9/30	15:28:00	16:57:06	bus
2008/9/30	19:37:05	19:53:39	bike
2008/9/30	20:10:30	20:24:34	bike
2008/9/30	20:58:50	21:31:04	bike
2008/10/2	11:47:23	12:00:05	walk
2008/10/2	12:00:05	13:00:33	bus
2008/10/2	15:17:24	15:28:22	walk
2008/10/2	17:22:13	17:48:55	walk
2008/10/2	21:18:53	21:27:35	walk
2008/10/2	22:17:49	22:35:29	walk
2008/10/3	7:00:28	8:23:01	bus
2008/10/3	8:23:01	8:51:37	walk
2008/10/3	8:51:37	9:48:59	bus
2008/10/3	9:48:59	9:56:07	walk
2008/10/3	16:21:36	16:50:16	bike
2008/10/3	17:56:55	19:07:35	bike
2008/10/3	21:27:35	21:45:01	bike
2008/10/4	11:27:00	11:38:06	bike
2008/10/4	12:46:47	13:00:53	bike
2008/10/4	19:50:45	20:15:05	walk
2008/10/4	20:15:05	20:36:51	bus
2008/10/4	20:36:51	20:52:05	walk
2008/10/4	20:52:05	21:08:59	bus
2008/10/4	21:08:59	21:24:43	walk
2008/10/4	22:04:40	22:27:10	bus
2008/10/4	22:27:10	10:45:16	walk
2008/10/5	16:34:05	17:29:42	bike
2008/10/5	18:27:32	19:04:52	bike
2008/10/5	21:56:00	22:11:50	bike
2008/10/6	18:44:04	18:57:21	bike
2008/10/6	21:07:05	21:29:55	bike
2008/10/7	11:49:06	12:00:10	bike
2008/10/7	14:15:27	14:47:01	bike
2008/10/7	16:01:12	16:21:33	bike
2008/10/7	18:07:12	18:18:05	bike
2008/10/7	18:56:33	19:26:20	bike
2008/10/7	21:14:00	21:29:32	bike
2008/10/8	18:06:30	18:17:58	bike
2008/10/8	21:22:37	21:44:25	bike
2008/10/9	16:21:59	16:31:17	bike
2008/10/9	16:56:23	17:17:49	bike
2008/10/9	19:08:32	19:21:40	bike
2008/10/10	12:57:41	13:21:41	bike
2008/10/10	18:52:39	19:14:45	bike
2008/10/10	19:22:05	19:31:35	bike
2008/10/10	21:37:44	22:13:50	bike
2008/10/11	16:02:06	16:21:18	walk
2008/10/11	16:21:18	17:26:52	bus
2008/10/11	21:07:36	21:17:06	walk
2008/10/11	21:17:06	21:58:08	bus
2008/10/12	12:29:38	12:32:56	bus
2008/10/12	12:32:56	12:40:46	walk
2008/10/12	16:52:36	17:42:03	bike
2008/10/12	18:50:54	19:06:08	bike
2008/10/12	19:20:01	19:30:55	bike
2008/10/12	21:11:35	21:23:09	bike
2008/10/13	18:12:35	18:27:27	bike
2008/10/13	18:50:31	19:06:11	bike
2008/10/14	11:38:54	11:49:24	bike
2008/10/14	13:24:04	13:51:34	bike
2008/10/14	17:44:54	18:04:28	bike
2008/10/15	20:28:31	20:53:03	bike
2008/10/16	11:53:51	12:14:31	bike
2008/10/16	12:37:33	12:44:13	bike
2008/10/16	13:11:01	13:20:03	bike
2008/10/16	16:40:21	16:55:41	bike
2008/10/16	18:40:13	18:56:35	bike
2008/10/16	20:18:38	20:33:02	bike
2008/10/16	21:39:50	21:56:26	bike
2008/10/17	9:10:01	9:19:47	bike
2008/10/17	9:23:41	9:39:09	bike
2008/10/17	11:02:44	11:15:16	bike
2008/10/17	18:44:22	18:52:24	bike
2008/10/17	19:03:54	19:22:28	bike
2008/10/17	20:00:38	22:10:40	bike
2008/10/18	17:29:36	17:45:06	bike
2008/10/19	13:16:53	13:26:45	bike
2008/10/19	14:07:49	14:19:19	bike
2008/10/19	16:31:56	16:43:50	bike
2008/10/19	19:47:35	20:38:45	bike
2008/10/19	20:58:41	21:17:43	bike
2008/10/20	11:02:40	11:49:44	bike
2008/10/20	13:46:31	13:54:47	walk
2008/10/20	13:54:47	14:23:15	bus
2008/10/20	15:14:08	15:36:50	bus
2008/10/20	15:36:50	15:58:00	walk
2008/10/20	16:39:04	16:51:26	walk
2008/10/20	16:51:26	16:56:32	bus
2008/10/20	16:56:32	17:07:58	walk
2008/10/21	8:41:14	9:08:46	walk
2008/10/21	9:08:46	10:30:46	bus
2008/10/21	10:30:46	10:39:10	walk
2008/10/21	10:48:58	10:57:28	walk
2008/10/21	10:57:28	11:26:56	bus
2008/10/21	11:26:56	11:30:14	walk
2008/10/21	11:30:14	11:42:20	bus
2008/10/22	13:50:06	14:14:42	walk
2008/10/22	14:14:42	15:00:20	bus
2008/10/22	15:00:20	15:28:46	walk
2008/10/22	15:28:46	15:56:42	bus
2008/10/22	15:56:42	16:15:12	walk
2008/10/22	16:15:12	16:25:34	bus
2008/10/22	16:35:42	16:39:58	bike
2008/10/22	17:53:00	18:07:52	bike
2008/10/23	16:38:08	16:56:08	bike
2008/10/23	21:22:08	21:32:50	bike
2008/10/23	21:39:14	21:46:48	bike
2008/10/23	21:58:14	22:08:42	bike
2008/10/24	8:27:48	8:43:34	bike
2008/10/24	12:45:05	12:59:35	bike
2008/10/24	16:33:59	16:47:01	bike
2008/10/24	21:14:20	21:29:24	walk
2008/10/24	21:29:24	21:33:44	bus
2008/10/24	22:06:46	22:15:14	bus
2008/10/25	11:09:06	11:26:16	bike
2008/10/25	11:35:46	11:49:44	bike
2008/10/25	18:09:15	18:34:05	bus
2008/10/25	20:30:39	20:44:03	bus
2008/10/25	22:15:09	22:39:47	bus
2008/10/26	16:28:06	16:32:30	bike
2008/10/26	16:43:56	17:10:38	bike
2008/10/26	20:45:57	20:51:55	bus
2008/10/26	20:51:55	21:08:25	walk
2008/10/28	7:54:05	8:05:45	bike
2008/10/28	14:41:05	15:01:47	bike
2008/10/28	16:22:27	16:34:35	bike
2008/10/28	19:45:01	20:01:03	bike
2008/10/29	8:03:57	8:26:07	bike
2008/10/29	10:16:11	10:38:14	bike
2008/10/29	10:51:02	11:00:26	bike
2008/10/29	13:05:05	13:16:15	bike
2008/10/29	13:40:55	13:56:27	bike
2008/10/29	18:31:37	19:34:29	bike
2008/10/29	22:15:25	22:49:09	bike
2008/10/30	7:49:09	8:03:59	bike
2008/10/30	10:04:25	10:17:37	bike
