Date	Start Time	End Time	Transportation modes
2007/5/23	21:48:49	22:05:25	bike
2007/5/25	16:33:49	18:00:01	walk
2007/5/26	14:00:23	14:52:58	walk
2007/5/26	15:37:13	16:32:01	walk
2007/5/26	16:48:32	17:16:51	walk
2007/5/26	18:00:05	18:11:57	walk
2007/5/28	9:00:04	9:04:27	walk
2007/5/24	22:49:09	23:10:34	bike
2007/5/24	23:14:35	23:35:50	bike
2007/5/25	13:00:24	13:13:43	walk
2007/5/26	19:16:20	19:28:27	bike
2007/5/24	22:49:09	22:54:37	bike
2007/5/29	9:14:40	9:22:03	bike
2007/5/30	20:00:58	20:13:15	walk
2007/5/30	20:47:09	20:54:45	walk
2007/5/30	20:57:27	21:10:55	bus
2007/5/30	21:42:22	23:25:41	walk
2007/6/4	9:52:39	10:12:41	bike
2007/6/6	23:11:53	11:41:33	bike
2007/6/8	9:00:28	9:14:47	walk
2007/6/8	9:16:10	9:36:47	bike
2007/6/8	9:55:18	10:06:30	bike
2007/6/11	23:12:22	12:09:58	walk
2007/6/12	9:27:59	9:34:34	bike
2007/6/12	18:48:19	19:03:49	bike
2007/6/12	19:16:51	19:34:43	bike
2007/6/12	20:15:29	20:31:06	walk
2007/6/12	20:31:21	20:43:49	bike
2007/5/31	10:12:44	10:39:22	bike
2007/6/21	7:46:28	8:00:15	bike
2007/6/21	8:01:07	8:06:19	walk
2007/6/21	19:05:44	19:30:44	walk
2007/6/21	20:23:03	20:35:06	walk
2007/6/21	21:38:08	21:51:31	walk
2007/6/21	22:26:38	22:35:58	walk
2007/6/26	20:18:35	20:32:33	bike
2007/6/27	8:07:53	8:27:28	bike
2007/6/27	20:37:44	21:01:14	walk
2007/6/27	21:35:00	22:02:17	walk
