Date	Start Time	End Time	Transportation modes
2007/7/27	11:42:19	12:55:29	walk
2007/7/27	13:10:00	13:20:01	boat
2007/7/27	13:22:17	13:56:52	walk
2007/7/27	13:57:34	14:05:57	boat
2007/7/27	14:06:51	14:44:42	walk
2007/7/27	14:52:07	15:22:53	boat
2007/7/27	15:23:16	17:08:52	walk
2007/7/27	17:13:51	17:28:33	taxi
2007/7/27	17:29:39	18:00:59	walk
2007/7/28	12:02:31	12:12:31	taxi
2007/7/28	13:18:42	14:00:00	train
2007/7/29	6:59:25	7:03:19	walk
2007/7/29	7:05:47	9:23:37	taxi
2007/7/26	13:36:43	13:51:20	taxi
2007/7/26	13:32:14	14:55:07	walk
2007/7/26	18:33:47	18:36:23	taxi
2007/7/26	6:59:00	21:43:00	walk
2007/7/25	6:00:00	15:16:53	taxi
2007/7/25	15:16:55	16:52:19	walk
2007/7/25	17:45:53	18:30:00	taxi
2007/7/25	20:32:00	22:13:38	walk
2008/5/1	9:13:35	9:38:12	walk
2008/5/1	9:38:14	9:41:22	taxi
2008/5/1	9:41:24	10:40:27	walk
2008/5/1	10:40:29	10:45:24	bus
2008/5/1	10:45:26	11:26:14	walk
2008/5/1	11:26:16	12:01:52	taxi
2008/5/1	12:01:54	12:31:36	walk
2008/5/1	12:31:38	19:09:13	train
2008/5/1	19:09:15	19:12:29	walk
2008/5/1	19:12:31	19:22:14	taxi
2008/5/1	19:22:16	19:24:25	walk
2008/5/2	10:23:35	11:19:28	walk
2008/5/2	11:19:30	11:21:45	taxi
2008/5/2	11:21:47	15:44:01	walk
2008/5/2	15:44:03	15:47:54	taxi
2008/5/2	15:47:56	20:08:08	walk
2008/5/2	20:08:10	20:13:16	taxi
2008/5/2	20:13:18	21:28:01	walk
2008/5/2	21:28:03	21:34:09	taxi
2008/5/2	21:34:11	21:35:31	walk
2008/5/4	8:40:53	8:45:31	walk
2008/5/4	8:45:33	8:53:33	taxi
2008/5/4	8:53:35	10:21:16	walk
2008/5/5	15:40:56	15:57:59	walk
2008/5/5	15:50:01	16:06:37	taxi
2008/5/5	16:06:39	21:38:55	walk
2008/5/6	10:01:48	10:17:08	bike
2008/5/6	10:17:10	10:39:47	walk
2008/5/9	8:48:01	8:48:49	walk
2008/5/9	8:48:51	8:57:13	taxi
2008/5/9	8:57:15	9:40:54	walk
2008/5/9	9:40:56	16:07:50	train
2008/5/9	16:16:46	17:06:00	taxi
2008/5/9	17:06:21	17:10:17	walk
2008/5/10	14:00:35	15:19:22	walk
2008/5/10	15:19:24	15:32:18	taxi
2008/5/10	15:32:20	17:00:37	walk
2008/5/10	17:00:39	17:06:03	taxi
2008/5/10	17:06:05	19:08:19	walk
2008/5/10	19:08:21	19:33:37	car
2008/5/10	22:28:11	22:29:29	walk
2008/5/10	22:29:31	22:41:48	taxi
2008/5/10	22:41:50	22:44:47	walk
2008/5/11	16:42:40	18:34:08	walk
2008/5/12	8:55:20	16:53:16	taxi
2008/5/12	16:53:18	16:54:34	walk
2008/5/13	8:47:07	8:55:28	bus
2008/5/13	8:55:30	9:00:02	walk
2008/5/13	9:00:04	9:19:55	taxi
2008/5/13	9:19:57	12:51:39	walk
2008/5/13	22:24:42	22:30:29	taxi
2008/5/13	22:30:31	22:32:48	walk
2008/5/14	8:43:34	8:46:21	walk
2008/5/14	8:46:23	8:59:33	taxi
2008/5/14	8:59:35	9:01:30	walk
2008/5/14	22:21:31	22:28:21	taxi
2008/5/14	22:28:23	22:31:13	walk
2008/5/15	9:01:37	9:18:21	taxi
2008/5/15	12:30:33	13:03:16	walk
2008/5/15	21:27:37	21:34:15	taxi
2008/5/15	21:34:17	21:38:04	walk
2008/5/16	8:52:13	8:58:09	walk
2008/5/16	8:58:11	9:08:31	taxi
2008/5/16	21:30:45	22:08:31	taxi
2008/5/16	22:08:33	22:12:23	walk
2008/5/17	16:51:46	17:17:56	taxi
2008/5/17	12:50:36	16:51:44	walk
2008/5/17	16:51:46	17:17:56	taxi
2008/5/17	18:55:39	19:06:30	taxi
2008/5/17	19:06:32	19:13:05	walk
2008/5/17	21:57:10	22:03:44	walk
2008/5/17	22:03:46	22:27:56	taxi
2008/5/17	22:27:58	22:30:44	walk
2008/5/19	8:20:38	8:31:46	bus
2008/5/19	8:31:48	19:38:20	walk
2008/5/19	19:38:22	19:45:20	bus
2008/5/19	19:45:22	19:49:08	walk
2008/5/20	8:32:54	18:32:15	walk
2008/5/20	18:32:17	18:45:09	bus
2008/5/20	18:45:11	18:48:57	walk
2008/5/21	8:18:50	8:24:50	walk
2008/5/21	8:24:52	8:35:39	bus
2008/5/21	8:35:41	18:18:55	walk
2008/5/21	18:18:57	18:31:58	bus
2008/5/21	18:32:00	18:36:16	walk
2008/5/22	20:20:36	21:03:53	walk
2008/5/22	21:03:55	21:53:20	bus
2008/5/22	21:53:22	21:57:20	walk
2008/5/23	8:36:17	8:47:22	bus
2008/5/23	8:47:24	22:53:20	walk
2008/5/24	10:25:47	11:01:03	taxi
2008/5/24	14:16:38	14:49:46	walk
2008/5/24	14:52:32	14:58:25	bus
2008/5/24	14:58:31	15:28:40	walk
2008/5/24	15:28:58	16:02:31	taxi
2008/5/24	16:06:38	16:07:04	walk
2008/5/26	8:35:15	18:58:40	walk
2008/5/26	19:10:04	19:15:35	walk
2008/5/27	8:17:18	8:20:47	walk
2008/5/27	8:20:49	8:32:27	bus
2008/5/27	8:32:29	19:33:05	walk
2008/5/27	19:33:07	19:42:04	bus
2008/5/27	19:42:06	19:45:21	walk
2008/5/28	8:22:14	19:18:00	walk
2008/5/28	19:18:02	19:26:44	bus
2008/5/28	19:26:46	19:33:00	walk
2008/5/29	21:01:16	21:08:41	walk
2008/5/29	21:08:43	21:16:54	bus
2008/5/29	21:16:56	21:20:28	walk
2008/5/30	10:37:55	10:47:38	bus
2008/5/30	10:47:40	10:50:16	walk
2008/5/30	14:51:45	15:41:18	car
2008/5/30	15:44:00	20:02:35	walk
2008/5/30	20:07:52	20:48:37	car
2008/5/30	20:49:03	20:49:48	walk
