Date	Start Time	End Time	Transportation modes
2007/6/26	19:32:29	19:40:29	bus
2007/8/9	22:30:44	22:39:34	bus
2007/8/10	9:39:58	9:54:48	bus
2007/8/14	8:40:51	8:52:53	bus
2007/8/14	8:52:53	8:58:20	walk
2007/8/14	8:58:20	9:21:08	train
2007/8/14	9:21:08	9:23:56	walk
2007/8/21	21:23:52	21:39:25	bus
2007/8/21	21:39:25	21:45:53	walk
2007/8/22	9:56:52	10:02:55	walk
2007/8/22	10:02:55	10:13:46	bus
2007/8/22	10:13:46	10:17:13	walk
2007/8/22	10:17:13	10:23:47	train
2007/11/5	21:12:08	21:24:51	bus
2007/11/5	21:25:55	21:30:26	walk
2007/11/6	8:02:34	8:08:41	bus
2007/11/6	22:25:54	22:35:59	bus
2007/11/6	22:38:04	22:43:02	walk
2007/11/8	20:47:08	20:55:23	bus
2007/11/8	20:56:13	21:00:06	walk
2007/11/9	13:55:54	13:56:22	walk
2007/11/9	14:01:43	14:13:37	bus
2007/11/9	14:13:45	14:25:13	walk
2007/11/9	20:51:53	21:06:28	walk
2007/11/12	8:10:24	8:23:19	walk
2007/11/12	22:15:21	22:17:04	walk
2007/11/12	22:22:03	22:29:40	bus
2007/11/12	22:30:54	22:34:53	walk
2007/11/14	22:27:00	22:31:26	walk
2007/11/15	8:36:37	8:38:40	walk
2007/11/15	8:42:26	8:52:07	bus
2007/11/15	8:53:44	8:58:40	walk
2007/11/15	9:21:52	9:24:14	walk
2007/11/15	20:49:25	20:53:23	walk
2007/11/15	21:29:13	21:31:51	walk
2007/11/16	13:03:24	13:16:07	bus
2007/11/16	13:17:26	13:33:25	walk
2007/11/16	15:19:06	15:39:18	bus
2007/11/16	15:40:02	15:44:19	walk
2007/11/19	7:45:00	7:48:03	walk
2007/11/20	21:58:07	22:05:34	walk
2007/11/20	22:06:54	22:24:15	subway
2007/11/20	22:24:24	22:27:08	walk
2007/11/20	22:34:37	22:35:36	bus
2007/11/21	8:30:07	8:32:55	walk
2007/11/21	8:33:42	8:48:37	bus
2007/11/21	8:49:01	8:49:54	walk
2007/11/21	21:52:01	22:25:08	subway
2007/11/21	22:26:52	22:33:44	walk
2007/11/22	8:16:30	8:19:39	walk
2007/11/22	8:23:23	8:33:41	bus
2007/11/22	8:35:22	8:36:17	walk
2007/11/22	21:55:55	22:00:28	walk
2007/11/22	22:08:19	22:23:42	subway
2007/11/22	22:23:47	22:25:56	walk
2007/11/22	22:29:02	22:37:07	bus
2007/11/22	22:38:13	22:42:53	walk
2007/11/23	8:14:31	8:17:53	walk
2007/11/23	8:31:03	8:35:39	walk
2007/11/23	9:00:54	9:03:35	walk
2007/11/27	21:57:17	22:03:45	walk
2007/11/27	22:07:45	22:09:53	subway
2007/11/27	22:38:56	23:07:50	walk
2007/11/28	8:55:45	9:00:19	walk
2007/11/28	9:00:35	9:12:03	bus
2007/11/28	9:12:06	9:21:49	walk
2007/11/28	9:44:24	9:45:27	walk
2007/11/26	21:53:33	21:59:22	walk
2007/11/26	21:59:32	22:13:35	subway
2007/11/26	22:14:48	22:16:32	walk
2007/11/26	22:16:42	22:19:02	bus
2007/11/26	22:26:54	22:36:34	walk
2007/11/26	8:23:03	20:42:05	walk
2007/11/26	20:42:15	20:53:12	bus
2007/11/26	20:53:14	20:53:51	walk
2007/11/24	9:16:04	9:20:31	walk
2007/11/28	21:54:53	22:14:46	subway
2007/11/28	22:14:46	22:18:46	walk
2007/11/28	22:18:46	22:41:57	bus
2007/11/28	22:42:02	22:42:17	walk
2007/11/28	22:42:20	22:44:45	bike
2007/11/29	8:12:09	8:16:10	walk
2007/11/29	8:16:10	8:25:29	bus
2007/11/29	8:25:29	8:34:55	walk
2007/11/29	8:54:52	8:55:53	walk
2007/11/29	22:01:49	22:34:55	walk
2007/11/29	22:53:21	22:54:22	walk
2007/11/29	22:54:27	23:03:36	bike
2007/11/29	23:03:39	23:07:52	walk
2007/11/30	9:56:57	10:01:40	walk
2007/11/30	10:01:45	10:10:42	bus
2007/11/30	10:10:47	10:12:10	walk
2007/11/30	10:33:04	10:35:03	walk
2007/11/30	21:46:46	22:06:52	subway
2007/11/30	22:06:52	22:15:52	walk
2007/11/30	22:15:52	22:41:12	bike
2007/11/30	22:41:14	22:51:13	walk
2007/12/3	22:26:13	22:27:04	walk
2007/12/3	22:27:09	22:37:03	bus
2007/12/3	22:37:08	22:40:17	walk
2007/12/4	10:00:06	10:00:15	walk
2007/12/4	21:26:01	21:26:42	walk
2007/12/4	21:26:47	21:34:22	bus
2007/12/4	21:34:27	21:38:57	walk
2007/12/5	9:29:39	9:33:24	walk
2007/12/5	9:33:29	9:43:21	bus
2007/12/5	9:43:46	9:45:54	walk
2007/12/5	21:52:31	21:55:48	walk
2007/12/5	21:55:58	22:15:59	subway
2007/12/5	22:16:02	22:16:53	walk
2007/12/5	22:16:58	22:30:17	bus
2007/12/5	22:30:22	22:30:58	walk
2007/12/6	9:40:04	9:44:09	walk
2007/12/6	9:44:14	9:55:47	bus
2007/12/6	9:55:52	9:57:59	walk
2007/12/6	9:58:37	10:19:54	subway
2007/12/14	8:11:29	8:14:15	walk
2007/12/14	8:18:15	9:01:05	subway
2007/12/14	9:01:05	9:36:21	taxi
2007/12/19	22:26:46	22:31:05	walk
2007/12/19	22:31:08	22:38:59	bus
2007/12/19	22:39:04	22:43:49	walk
2007/12/20	7:58:27	8:02:31	walk
2007/12/20	8:02:34	8:12:51	bus
2007/12/20	8:12:56	8:22:46	walk
2007/12/20	8:22:46	8:46:28	subway
2007/12/20	8:46:33	8:49:31	walk
2007/12/20	18:48:15	18:49:15	walk
2007/12/20	18:49:18	19:09:56	subway
2007/12/20	19:10:01	19:11:37	walk
2007/12/20	19:11:42	19:41:32	bus
2007/12/20	19:41:37	19:47:13	walk
2007/12/21	9:04:09	9:08:20	walk
2007/12/21	9:08:25	9:17:46	bus
2007/12/21	9:17:51	9:20:05	walk
2007/12/21	9:20:11	9:37:20	subway
2007/12/21	9:37:23	9:41:43	walk
2007/12/21	19:12:15	20:00:47	walk
2007/12/22	8:28:43	8:33:22	walk
2007/12/22	8:33:27	8:48:32	bus
2007/12/22	8:48:37	8:50:12	walk
2007/12/22	8:50:17	9:20:19	subway
2007/12/23	11:32:07	11:40:52	walk
2007/12/23	11:40:57	11:46:09	bus
2007/12/23	11:54:12	11:56:05	walk
2007/12/23	11:56:10	0:23:57	bus
2007/12/23	0:24:00	0:25:01	walk
2007/12/23	0:25:06	0:45:53	subway
2007/12/23	0:45:58	15:46:09	walk
2007/12/23	23:04:56	23:06:50	walk
2007/12/23	23:06:55	23:14:22	bus
2007/12/23	23:14:25	23:18:35	walk
2007/12/24	9:05:55	9:18:46	bus
2007/12/24	9:18:51	9:20:59	walk
2007/12/24	9:24:59	9:44:25	subway
2007/12/24	9:44:28	9:49:25	walk
2007/12/24	18:42:53	19:41:20	walk
2007/12/24	19:45:20	19:57:21	bus
2007/12/24	19:57:26	20:16:11	walk
2007/12/24	21:20:07	21:38:14	bus
2007/12/24	21:38:19	21:42:20	walk
2007/12/25	9:17:47	9:19:37	walk
2007/12/25	9:19:42	9:33:13	bus
2007/12/25	9:33:13	9:53:22	subway
2007/12/25	9:53:25	9:54:19	walk
2007/12/25	12:16:07	12:28:39	taxi
2007/12/25	12:29:32	12:30:12	walk
2008/1/10	22:12:46	22:17:51	bus
2008/1/10	22:17:56	22:27:57	walk
2008/1/11	9:44:47	9:45:15	walk
2008/1/15	8:03:03	8:11:48	walk
