Date	Start Time	End Time	Transportation modes
2008/1/18	8:27:07	10:00:23	bus
2008/1/18	17:02:58	18:53:50	bus
2008/1/19	14:54:26	14:56:56	walk
2008/1/19	15:01:01	15:03:41	walk
2008/1/19	15:30:46	15:34:33	walk
2008/1/19	15:38:38	15:44:06	walk
2008/1/19	15:48:09	16:01:23	bus
2008/1/19	17:48:53	19:05:44	bus
2008/1/19	19:05:49	19:07:54	bus
2008/2/22	18:33:02	19:07:20	walk
2008/2/22	19:23:23	19:30:20	walk
2008/2/23	13:34:00	14:06:15	bike
2008/3/1	4:55:29	5:21:13	walk
2008/3/1	11:43:04	12:01:21	walk
2008/3/1	20:03:17	21:03:19	walk
2008/3/1	21:03:19	21:13:52	bus
2008/3/19	8:36:08	8:50:02	bus
2008/3/19	13:41:54	14:57:26	bus
2008/3/19	15:21:31	16:41:35	bus
2008/3/19	16:41:35	16:48:27	walk
