Date	Start Time	End Time	Transportation modes
2007/9/3	15:15:54	15:18:58	bus
2007/9/3	16:21:04	16:34:10	walk
2007/9/4	15:41:21	15:48:20	walk
2007/9/4	16:07:56	16:30:07	taxi
2007/9/4	16:30:07	16:56:28	walk
2007/9/4	22:24:53	22:25:58	taxi
2007/9/4	22:25:58	22:59:06	walk
2007/9/4	22:59:06	23:05:45	taxi
2007/9/5	13:13:52	13:24:49	walk
2007/9/5	13:27:17	13:41:25	taxi
2007/9/5	13:42:44	14:49:52	walk
2007/9/5	14:56:19	15:17:15	bus
2007/9/5	19:55:14	19:00:57	taxi
2007/9/5	19:02:30	19:04:45	walk
2007/9/5	19:38:54	19:57:54	walk
2007/9/7	7:45:02	7:54:40	bus
2007/9/7	8:30:06	8:35:00	walk
2007/9/7	8:44:47	8:58:49	walk
2007/9/13	12:52:00	13:19:00	bike
2007/9/13	14:21:58	14:55:47	bike
2007/9/14	8:42:03	8:45:21	bike
2007/9/14	22:43:45	22:55:00	bus
2007/9/19	8:35:51	8:43:45	bike
2007/9/20	22:43:58	22:55:00	bike
2007/9/21	8:31:10	8:38:47	bike
2007/9/21	11:38:54	11:48:13	bike
2007/9/22	8:24:11	8:46:27	bike
2007/9/22	11:59:03	12:11:36	bike
2007/9/22	12:56:33	13:28:46	walk
2007/10/2	22:25:15	22:45:18	walk
2007/10/3	15:58:04	19:54:19	walk
2007/10/4	7:02:34	11:48:33	car
2007/10/4	11:54:14	15:17:45	walk
2007/10/6	8:41:11	22:29:54	bike
2007/10/7	15:12:23	18:07:34	walk
2007/10/7	18:08:55	18:22:29	bus
2007/10/7	18:25:15	18:41:43	walk
2007/10/8	8:42:34	22:51:04	bike
2007/10/9	8:26:41	8:40:32	bike
