Date	Start Time	End Time	Transportation modes
2008/1/24	13:16:21	13:40:18	walk
2008/1/24	15:12:23	15:20:54	walk
2008/1/24	17:24:06	17:29:40	walk
2008/1/27	12:39:35	12:55:39	walk
2008/1/27	18:03:58	19:47:57	walk
2008/1/27	20:09:32	21:06:50	walk
2008/2/2	10:03:05	10:34:21	car
2008/2/2	12:02:37	12:22:42	walk
2008/2/2	22:31:31	22:51:45	bus
2008/2/2	22:55:45	23:29:20	walk
2008/2/14	23:15:07	23:17:38	walk
2008/2/19	12:46:14	13:40:00	walk
2008/2/23	13:18:39	13:29:53	walk
2008/2/23	13:34:17	14:37:26	bus
2008/2/23	14:41:26	17:47:43	walk
2008/2/23	18:02:44	18:21:51	bus
2008/2/23	18:25:51	18:31:26	walk
2008/2/23	18:35:26	18:42:02	bus
2008/2/23	18:46:02	19:31:37	walk
2008/2/23	19:31:40	19:41:44	bus
2008/2/23	19:45:44	19:51:06	walk
2008/2/23	19:51:16	19:57:23	car
2008/2/23	19:57:27	20:00:00	walk
2008/2/25	12:42:50	23:11:37	walk
2008/2/26	17:55:17	18:19:24	walk
2008/2/26	18:23:24	6:32:10	car
2008/2/26	6:32:13	9:21:33	walk
2008/2/26	9:25:34	9:27:27	subway
2008/2/26	9:27:30	10:01:34	walk
2008/2/27	13:25:12	13:28:58	walk
2008/2/27	16:51:15	17:21:17	bus
2008/2/27	17:25:17	17:58:22	walk
2008/2/27	18:02:22	18:28:56	bus
2008/2/27	18:28:59	18:46:42	walk
2008/3/1	13:58:26	14:10:28	walk
2008/3/1	14:14:28	14:32:58	bus
2008/3/1	14:45:45	14:55:50	bus
2008/3/1	16:54:50	17:21:37	bus
2008/3/1	17:25:37	18:02:58	walk
2008/3/1	18:03:03	18:20:09	bus
2008/3/1	18:39:30	18:47:15	bus
2008/3/1	19:23:46	19:34:25	bus
2008/4/7	11:38:37	12:19:41	walk
2008/4/7	12:37:19	12:53:53	walk
2008/4/7	12:53:56	14:10:12	bus
2008/4/7	14:10:17	17:01:51	walk
2008/4/7	17:27:41	18:06:56	walk
2008/4/7	18:06:59	18:14:30	car
2008/4/7	19:12:49	19:26:10	bus
2008/4/7	19:26:15	19:57:19	walk
2008/4/7	19:57:22	20:08:54	bus
2008/4/14	21:17:40	21:30:54	bus
2008/4/15	8:47:12	9:34:45	walk
2008/4/16	11:56:47	13:44:46	walk
2008/4/16	17:43:10	21:03:30	walk
2008/4/17	13:24:34	13:53:47	walk
2008/4/18	13:21:49	14:33:56	walk
2008/4/22	13:23:49	13:31:02	bus
2008/4/25	7:46:57	8:11:50	walk
2008/4/25	8:11:55	8:42:05	bus
2008/4/27	19:49:33	20:33:10	bus
2008/4/28	13:13:00	13:17:24	car
2008/4/29	9:00:49	9:15:21	walk
2008/4/29	13:57:04	14:28:36	walk
2008/4/30	18:31:57	18:44:09	walk
2008/5/1	10:26:50	10:37:22	walk
2008/5/2	1:20:24	3:26:27	walk
2008/5/4	10:16:34	10:31:59	walk
2008/5/5	12:05:15	12:13:59	car
2008/5/6	12:24:39	12:31:20	walk
2008/5/7	2:20:10	2:31:59	walk
2008/5/7	12:10:21	12:22:18	walk
2008/5/8	1:12:52	1:39:27	walk
2008/5/8	9:47:34	9:51:22	walk
2008/5/9	1:48:01	2:05:31	walk
