Date	Start Time	End Time	Transportation modes
2008/7/10	20:49:24	21:14:54	bike
2008/7/10	19:30:38	19:41:20	bike
2008/7/10	18:18:48	19:30:38	walk
2008/7/10	18:10:12	18:18:48	bike
2008/7/10	18:09:29	18:10:12	walk
2008/7/10	8:38:24	9:05:44	bike
2008/7/11	19:31:16	20:13:31	bike
2008/7/12	18:04:20	18:08:23	walk
2008/7/12	17:56:06	18:04:20	bus
2008/7/12	17:53:39	17:56:06	walk
2008/7/12	17:40:14	17:53:39	subway
2008/7/12	17:37:19	17:40:14	walk
2008/7/12	17:25:04	17:37:19	bike
2008/7/12	13:02:23	13:28:29	bike
2008/7/14	8:48:35	9:08:56	bike
2008/7/15	13:40:23	13:55:55	bike
2008/7/15	11:54:25	12:08:21	bike
2008/7/15	8:56:30	9:09:58	bike
2008/7/16	21:57:58	22:17:10	bike
2008/7/16	19:27:53	19:32:11	bike
2008/7/16	18:08:32	18:22:15	bike
2008/7/16	8:49:05	9:08:52	bike
2008/7/17	20:39:22	21:19:08	bike
2008/7/17	8:38:59	9:01:57	bike
2008/7/18	22:37:06	23:27:27	bike
2008/7/18	17:59:41	18:24:11	bike
2008/7/18	17:35:34	17:43:41	bike
2008/7/18	17:35:34	18:24:11	bike
2008/7/18	11:56:00	12:23:36	walk
2008/7/18	11:46:01	11:56:00	bike
2008/7/18	8:48:02	9:15:21	bike
2008/7/19	20:51:47	20:58:23	walk
2008/7/19	20:33:20	20:51:47	subway
2008/7/19	20:21:26	20:33:20	bus
2008/7/19	17:27:10	20:21:26	walk
2008/7/19	17:08:58	17:27:10	bus
2008/7/19	17:07:14	17:08:58	walk
2008/7/19	16:49:49	17:07:14	subway
2008/7/19	16:41:29	16:49:49	walk
2008/7/20	19:40:06	19:45:41	walk
2008/7/20	19:30:43	19:40:06	bike
2008/7/20	18:31:51	19:30:43	walk
2008/7/20	18:27:06	18:31:51	bike
2008/7/20	9:11:35	9:30:31	bike
2008/7/21	21:54:54	22:16:28	bike
2008/7/21	19:21:18	19:36:33	walk
2008/7/21	18:17:34	18:35:21	walk
2008/7/22	23:16:35	23:22:50	bike
2008/7/22	18:40:18	18:41:40	walk
2008/7/22	18:35:56	18:40:16	bike
2008/7/22	18:23:06	18:35:54	walk
2008/7/22	18:04:05	18:23:06	bike
2008/7/22	9:04:39	9:18:58	bike
2008/7/23	21:32:46	22:00:40	bike
2008/7/23	19:32:01	19:33:11	walk
2008/7/23	19:26:28	19:31:59	bike
2008/7/23	18:00:41	19:26:26	walk
2008/7/23	9:05:35	9:21:38	bike
2008/7/24	23:22:18	23:42:38	bike
2008/7/24	21:17:23	21:21:24	bike
2008/7/24	18:50:04	18:54:46	bike
2008/7/24	9:15:13	9:37:59	bike
2008/7/24	9:06:26	9:15:11	walk
2008/7/25	18:04:57	18:28:29	bike
2008/7/25	9:32:22	9:33:26	walk
2008/7/25	9:18:35	9:32:20	bike
2008/7/27	21:37:29	21:47:34	bike
2008/7/27	18:05:31	18:08:53	bike
2008/7/28	21:24:16	21:26:56	walk
2008/7/28	21:22:12	21:24:14	bike
2008/7/28	20:57:32	21:03:18	bike
2008/7/28	20:18:35	20:32:59	bike
2008/7/28	9:10:01	9:34:12	bike
2008/7/29	9:06:05	9:30:13	bike
2008/7/30	22:57:08	22:59:12	walk
2008/7/30	22:38:30	22:57:06	bike
2008/7/30	19:32:49	19:33:53	walk
2008/7/30	19:24:05	19:27:01	walk
2008/7/30	18:35:52	19:40:39	bike
2008/7/30	10:27:03	19:32:47	bike
2008/7/31	19:57:26	20:16:40	bike
2008/7/31	12:56:39	12:57:49	bike
2008/7/31	12:48:55	12:56:41	bike
2008/7/31	12:09:06	12:10:29	bike
2008/7/31	9:52:26	9:44:07	walk
2008/7/31	9:42:47	9:44:09	walk
2008/7/31	9:35:48	9:52:24	bike
2008/7/31	9:23:06	9:28:42	bike
2008/7/31	9:18:53	9:42:45	bike
2008/7/31	8:16:42	20:19:30	walk
2008/8/1	23:11:01	23:29:22	bike
2008/8/1	18:37:30	18:41:53	bike
2008/8/4	21:35:10	21:53:53	bike
2008/8/5	23:31:35	23:33:05	walk
2008/8/5	9:39:42	9:41:00	walk
2008/8/5	9:20:36	9:39:40	bike
2008/8/6	9:35:47	9:36:51	walk
2008/8/6	9:22:32	9:35:45	bike
2008/8/11	20:51:05	21:07:13	bike
2008/8/11	9:27:04	9:28:10	walk
2008/8/11	9:06:38	9:27:02	bike
2008/8/12	20:53:34	21:10:09	bike
2008/8/12	9:37:58	9:38:58	walk
2008/8/12	9:16:53	9:37:56	bike
2008/8/13	18:22:41	18:32:22	walk
2008/8/13	18:13:39	18:22:39	bus
2008/8/13	18:03:04	18:13:37	walk
2008/8/13	9:32:15	9:33:53	walk
2008/8/13	9:05:35	9:32:13	bike
2008/8/14	21:27:59	21:45:57	bike
2008/8/14	9:44:45	9:46:16	walk
2008/8/14	9:25:00	9:44:43	bike
2008/8/15	10:02:16	10:03:28	walk
2008/8/15	9:42:35	10:02:14	bike
2008/8/21	18:11:28	18:21:25	bike
2008/8/22	9:59:16	10:00:18	walk
2008/8/22	9:38:43	9:59:16	bike
2008/12/10	18:28:18	18:30:46	bike
2008/12/10	18:11:32	18:28:18	walk
2008/12/11	8:59:27	9:23:14	bike
