Date	Start Time	End Time	Transportation modes
2008/6/18	17:22:10	17:28:13	bus
2008/6/18	17:53:17	18:14:34	bus
2008/6/19	19:57:02	20:01:05	walk
2008/6/20	7:47:07	9:10:51	walk
2008/6/20	10:45:28	11:12:05	bus
2008/6/20	12:21:40	13:33:46	bus
2008/6/20	13:40:31	13:53:11	walk
2008/6/21	12:23:39	12:35:15	bus
2008/6/21	12:47:53	13:43:20	bus
2008/6/21	20:54:38	20:57:51	bus
2008/6/23	9:15:23	9:31:15	bus
2008/6/24	12:48:06	13:02:55	walk
2008/6/24	13:50:08	20:44:19	bus
2008/6/24	23:10:12	23:18:23	car
2008/6/25	10:54:13	11:40:36	bus
2008/6/25	18:05:24	18:42:11	car
2008/6/25	20:09:30	8:14:00	train
2008/6/28	12:17:34	12:22:07	bus
2008/6/28	13:37:17	13:46:42	bus
2008/6/28	20:48:07	20:57:16	bus
2008/6/29	10:01:42	10:11:34	taxi
2008/7/1	18:09:55	18:17:24	taxi
2008/7/1	22:02:04	22:09:35	taxi
2008/7/3	17:56:01	18:15:42	taxi
2008/7/3	20:27:22	20:38:50	taxi
2008/7/6	18:53:19	19:29:45	walk
2008/7/7	9:17:46	9:21:56	bus
2008/7/7	10:38:42	10:49:25	bus
2008/7/8	18:25:28	18:34:18	bus
2008/7/9	21:31:36	21:38:11	taxi
2008/7/10	18:10:47	18:32:37	bus
2008/7/10	21:39:37	21:50:35	taxi
2008/7/11	16:17:01	16:27:48	bus
2008/7/13	13:45:27	14:02:54	bus
2008/7/13	14:47:57	15:20:19	bus
2008/7/14	17:08:06	17:17:15	taxi
2008/7/14	21:12:46	21:20:10	bus
2008/7/14	21:24:23	21:30:43	bus
2008/7/14	21:48:28	21:50:07	taxi
2008/7/15	9:10:16	9:18:13	car
2008/7/15	10:43:02	10:52:44	car
2008/7/16	9:12:41	9:24:43	car
2008/7/16	10:38:35	10:48:22	car
2008/7/16	18:05:37	18:20:59	bus
2008/7/17	17:55:06	18:07:47	bus
2008/7/19	12:09:38	12:17:42	taxi
2008/7/19	20:22:39	20:40:16	taxi
2008/7/20	12:56:59	13:01:33	walk
2008/7/20	13:01:33	15:39:46	taxi
2008/7/20	18:21:45	18:32:44	bus
2008/7/20	18:35:32	18:48:58	bus
2008/7/20	19:40:13	20:09:05	bus
2008/7/21	17:55:20	18:28:37	car
2008/7/21	20:04:56	20:09:20	taxi
2008/7/22	15:18:40	16:02:21	car
2008/7/22	18:32:39	18:45:30	bus
2008/7/22	19:47:13	19:56:45	bus
2008/7/23	15:45:32	15:51:58	bus
2008/7/23	16:37:58	16:43:30	bus
2008/7/23	20:54:45	21:02:00	bus
2008/7/23	21:56:57	9:40:01	train
2008/7/24	10:17:48	10:32:29	bus
2008/7/24	10:47:47	12:21:03	bus
2008/7/26	17:29:37	17:55:34	bus
2008/7/26	18:58:17	21:10:14	
2008/7/27	9:11:11	9:43:12	bus
2008/7/28	7:00:12	7:26:34	bus
2008/7/28	15:21:01	18:29:48	bus
2008/7/28	19:14:47	20:13:27	bus
2008/7/29	14:26:19	15:12:53	bus
2008/7/29	15:25:18	18:16:13	bus
2008/7/29	21:08:07	23:09:11	bus
2008/7/30	9:24:39	17:29:35	bus
2008/7/30	21:04:27	22:35:18	bus
2008/7/30	23:15:11	1:41:15	bus
2008/7/31	15:00:55	15:22:24	bus
