Date	Start Time	End Time	Transportation modes
2008/5/22	11:15:03.60pm	11:18:42.22pm	walk
2008/5/23	9:22:39.90am	9:27:00.52am	walk
2008/5/23	8:01:39.47pm	8:05:43.99pm	walk
2008/5/25	10:00:09.34am	10:03:13.32am	walk
2008/5/25	12:56:03.95pm	1:00:22.56pm	walk
2008/5/25	4:07:10.94pm	4:08:08.45pm	walk
2008/5/25	4:12:54.94pm	4:28:12.98pm	walk
2008/5/25	4:31:26.97pm	4:38:00:98pm	bus
2008/5/25	4:39:39.97pm	4:50:21.51pm	walk
2008/5/25	7:59:27.71pm	8:19:32.72pm	taxi
2008/5/25	8:20:43.73pm	8:29:47.74pm	walk
2008/5/25	9:01:39.84pm	9:04:11.85pm	walk
2008/5/25	9:04:34.36pm	9:29:40.88pm	bus
2008/5/25	9:30:14.87pm	9:32:30.87pm	walk
2008/5/25	9:33:24.90pm	9:53:19.91pm	bus
2008/5/25	10:24:10.94pm	10:36:51.96pm	taxi
2008/5/25	10:39:12.97pm	10:40:10.52pm	walk
2008/5/26	9:14:28.32am	9:17:40.31am	walk
2008/5/26	22:09:56	22:13:50	walk
2008/5/27	9:07:44	9:12:43	walk
2008/5/27	17:18:56	17:22:16	walk
2008/5/27	19:24:08	19:34:55	walk
2008/5/27	21:02:10	21:12:09	walk
2008/5/27	23:18:01	23:22:21	walk
2008/5/28	9:42:27	9:45:39	walk
2008/5/28	20:47:32	21:05:05	walk
2008/5/29	9:20:31	9:24:04	walk
2008/5/30	13:46:07	15:10:43	walk
2008/5/30	15:18:59	16:02:22	bus
2008/5/30	16:03:59	16:11:23	walk
2008/5/30	20:00:31	20:05:48	walk
2008/5/30	20:08:05	20:48:51	bus
2008/5/30	20:49:24	20:56:02	walk
2008/6/2	9:24:41	9:28:03	walk
