5.268875,2.519908,8.661160,1
6.067067,7.218587,3.976717,1
4.224108,6.817295,4.953444,1
1.552135,0.708762,9.262202,1
4.264540,8.226839,9.122687,1
1.062281,3.559715,5.387941,1
7.140539,8.954202,2.617365,1
3.052779,9.181287,0.317374,1
1.701195,8.978535,4.117755,1
6.197121,8.094472,2.758891,0
4.911767,7.712336,7.306905,1
8.421098,6.569107,2.962672,1
4.795946,2.085359,4.165933,0
5.645073,9.553875,5.723220,1
8.508076,8.340585,8.280166,1
7.521872,8.597540,9.882508,1
7.576075,4.000264,6.991330,1
2.094736,9.750221,4.194424,1
7.462557,1.501329,3.470404,0
8.070436,6.433076,8.569291,1
8.518435,2.735224,8.724608,1
2.289099,4.447829,6.949121,0
2.788414,5.229287,2.358030,1
3.826827,2.240539,9.533354,1
6.240802,6.524684,5.176097,1
6.274905,9.370521,5.342040,1
0.871850,8.812445,9.621116,1
5.245521,8.190407,1.808669,1
0.925632,0.533278,7.927464,1
4.981107,4.876585,4.011906,1
0.105872,6.369936,8.079807,1
8.610476,7.613162,5.335601,1
4.137845,0.511698,3.186816,1
9.882218,8.528856,4.150212,0
7.341300,3.771328,9.696356,1
1.961735,1.505025,6.350777,0
2.038302,4.278241,6.102098,1
9.154826,0.114004,4.788930,0
6.483941,2.868737,3.193398,0
0.481899,8.528998,9.945694,1
9.040696,3.132509,5.032494,1
1.661365,9.182706,9.676984,1
2.954034,9.373340,1.589487,1
0.878364,7.940264,7.803135,1
2.218504,3.905233,9.936075,1
4.019237,4.725006,0.634029,1
7.593743,3.827426,5.597594,1
2.356424,5.543287,2.695386,1
8.675797,7.727880,0.320034,0
6.910585,9.997018,9.339828,1
9.370357,0.929315,4.780387,1
8.869579,2.583523,3.165387,0
6.488756,3.101463,2.461414,1
7.826468,3.095442,1.011171,0
6.922868,6.608765,3.495853,1
2.152052,6.191238,0.676412,1
3.919118,0.996447,1.165011,1
0.993465,0.504839,0.694322,1
1.434154,5.474710,0.612543,1
8.058232,3.777930,1.391816,0
6.879392,3.853230,5.054981,1
6.948673,6.066152,0.126071,0
2.674917,3.621924,3.150833,0
9.813162,3.827246,5.654818,1
4.823693,6.819829,4.561984,1
7.324667,5.256306,6.180979,1
0.731015,6.793521,9.062554,1
0.571451,0.454371,3.336235,0
4.307601,8.391216,2.156703,1
4.457368,2.282775,5.127814,0
5.904698,8.278647,1.959253,1
2.105894,7.614070,9.450141,1
4.433899,4.012125,2.746744,0
9.268430,8.927723,0.517387,1
5.721244,9.579942,8.788692,1
0.034312,2.124927,3.743538,0
0.516143,5.900242,5.598186,1
8.183017,0.726001,2.105795,0
9.004649,4.065048,9.805575,1
1.679118,9.255716,8.040130,1
3.267841,0.786873,7.871583,1
9.714596,8.388970,2.535716,1
7.968912,1.324408,1.728535,0
3.449335,5.472074,2.345137,0
1.372316,7.943324,8.938988,1
8.669325,1.044783,3.643047,0
5.109831,3.448623,8.784516,1
2.704340,6.824646,2.901966,1
7.611519,0.773549,8.508451,1
9.162519,1.044168,2.761955,0
2.368576,4.490489,5.134655,1
9.962564,7.479793,9.783388,1
5.423116,8.722377,0.890211,1
9.767159,4.533258,1.766415,0
7.981881,0.550931,1.665939,1
7.375577,4.567905,6.658401,1
5.341455,5.166853,2.313210,0
6.211021,5.075165,1.635405,0
9.565655,6.770061,4.397508,1
4.249853,4.180897,0.863097,0
2.903273,1.753308,3.765410,0
6.286566,5.531825,7.547423,1
6.082757,9.213363,4.954667,1
3.781268,1.613068,8.445430,1
6.779922,0.758640,3.626697,0
5.833806,5.262102,1.570540,0
2.032163,5.968048,4.927679,1
0.148944,5.790776,5.954985,1
7.544084,9.720395,5.722651,1
5.252221,3.270074,8.099096,1
2.483437,3.053764,4.793311,0
4.666832,3.238741,5.387428,1
3.997381,9.014125,4.437696,1
4.276227,6.008236,5.230647,1
1.976284,0.158326,2.590406,0
5.949101,8.545391,5.177445,1
8.265786,0.900096,7.323834,1
4.170170,5.422931,4.852984,1
8.476695,9.646296,2.918312,1
2.885036,8.305739,4.590281,1
7.319864,9.027977,6.713604,1
5.036212,1.944251,7.904481,1
2.102577,0.494887,9.137724,1
9.040278,4.315169,1.544863,0
5.215266,8.868697,0.824072,1
4.291628,5.677056,6.039043,1
5.323352,8.957355,5.911850,1
7.263095,0.502131,5.090806,0
9.530107,1.804409,6.179051,0
3.748661,4.083532,1.578816,0
4.578419,0.716540,3.902916,0
5.031709,5.447779,0.924762,1
4.316476,1.748834,9.632411,1
7.425890,5.671454,1.376428,0
4.628809,7.288278,0.957630,1
7.790409,6.048436,6.474863,1
7.852845,2.653914,1.886836,0
6.737446,3.465652,7.452743,1
4.182192,1.355659,4.934563,0
6.803438,5.859325,9.460876,1
7.608160,9.093287,9.728019,1
4.764741,1.104447,7.783293,1
8.392725,8.740923,1.285454,1
4.789359,7.760317,3.503650,1
0.414230,5.390486,4.243709,1
8.856138,1.696452,8.467542,1
3.052111,3.402105,2.252231,0
9.261430,1.713107,0.975462,0
0.806394,0.703481,1.903640,0
1.807928,9.686933,4.964685,0
8.427855,6.250139,6.383787,1
4.010456,9.887438,5.859418,1
5.277924,0.103127,1.576363,0
1.799579,0.043905,7.172392,0
3.446009,9.424623,4.707238,1
1.137730,5.682701,9.577029,1
6.386181,1.480670,7.515260,1
1.167603,2.479946,8.394763,1
8.730085,4.778550,2.812673,0
4.665987,8.672091,7.165227,1
8.775217,8.741590,4.077973,0
8.785495,1.250365,5.426486,0
0.674989,0.133724,4.938944,0
5.816425,4.515973,3.756844,1
5.996643,1.272104,0.396716,0
3.752050,8.791478,6.759704,1
3.570028,9.572376,5.222676,1
8.244467,2.387903,8.179927,1
1.129494,2.257900,7.594481,1
3.508266,3.020967,2.146493,0
3.154691,7.085437,5.995974,1
1.601411,9.752817,1.173722,1
1.024921,1.570438,4.762299,0
0.361916,1.522002,7.259106,1
1.094379,2.481782,2.167960,0
4.869685,0.347887,6.358530,0
2.605787,3.953011,5.914168,1
6.973977,8.060661,0.297307,0
5.146098,6.293281,9.099784,1
6.046098,0.273506,4.345562,0
1.843943,9.107861,1.847991,1
0.629863,9.107097,6.137804,1
1.588878,8.305764,1.063088,1
8.653651,7.421618,2.457742,1
1.374629,8.371909,7.373491,1
6.432570,7.670798,8.477274,1
3.964079,7.577057,8.326178,0
7.850563,2.671740,7.081197,1
1.779601,8.929188,1.900366,1
8.036284,8.038170,4.133707,1
6.343934,5.196795,6.083726,1
2.618413,8.541468,6.257022,1
6.913378,3.630513,2.341648,0
1.301312,0.818922,4.924617,0
8.395979,3.250795,5.275569,1
5.922535,2.356767,5.941048,1
1.285955,7.841414,0.111600,0
5.879584,4.245307,8.947403,1
9.442102,5.031129,7.221102,1
3.572597,3.478124,6.053558,0
7.108638,8.395206,3.831923,1
9.214128,8.756540,3.675341,1
