Date	Start Time	End Time	Transportation modes
2008/5/9	18:08:06	18:31:01	bike
2008/5/10	8:14:34	8:43:44	bike
2008/5/10	15:11:34	15:44:04	subway
2008/5/10	21:36:34	22:00:01	bike
2008/5/10	10:50:52	11:05:51	bike
2008/5/10	11:05:53	11:43:14	bus
2008/5/10	11:43:16	11:54:27	walk
2008/5/11	10:50:52	11:03:09	bike
2008/5/11	11:03:11	11:48:34	bus
2008/5/11	11:48:36	11:54:27	walk
2008/5/22	23:08:59	23:40:12	bike
2008/5/23	9:40:00	10:40:00	bus
2008/5/23	10:40:02	13:25:00	walk
2008/5/23	13:25:02	13:50:00	bus
2008/5/23	13:50:02	15:10:00	walk
2008/5/23	16:38:00	17:47:00	bus
2008/5/23	20:13:00	20:50:00	bus
2008/5/23	21:54:00	23:59:00	walk
2008/5/24	10:14:00	10:26:00	bike
2008/5/24	11:26:00	12:37:00	bus
2008/5/24	12:37:02	12:47:00	walk
2008/5/30	8:16:35	8:40:53	bike
2008/5/30	14:50:00	15:41:00	subway
2008/5/30	22:24:23	23:04:14	bus
2008/5/31	21:06:34	21:17:00	walk
2008/5/31	21:17:02	21:21:40	subway
2008/5/31	21:21:42	21:50:36	walk
2008/6/1	0:05:09	0:29:51	bus
2008/6/1	0:58:13	1:21:54	bus
2008/6/3	0:40:23	0:49:03	walk
2008/6/3	0:49:05	0:51:30	subway
2008/6/3	0:51:32	1:22:40	bike
2008/6/5	0:20:53	0:26:31	car
2008/6/5	0:26:33	0:28:31	walk
2008/6/5	13:36:30	13:44:52	car
2008/6/5	13:44:54	13:45:24	walk
2008/6/7	17:46:17	17:48:27	walk
2008/6/7	17:48:30	18:01:23	bus
2008/6/7	18:01:25	18:11:51	walk
2008/6/7	20:13:36	20:31:49	walk
2008/6/7	20:56:49	21:07:12	walk
2008/6/7	21:07:12	21:27:45	bus
2008/6/7	21:27:47	23:43:01	bike
2008/6/8	9:16:16	9:43:57	bike
2008/6/20	7:52:46	8:23:43	bike
2008/6/20	8:23:43	8:48:41	bus
2008/6/20	8:48:41	8:57:05	walk
2008/6/21	14:48:12	14:57:47	subway
2008/6/21	14:57:47	15:04:12	walk
2008/6/21	15:30:14	15:33:50	walk
2008/6/21	21:53:27	22:01:04	walk
2008/6/21	22:01:06	22:09:21	subway
2008/6/21	22:09:23	22:16:35	walk
2008/6/21	22:16:37	22:26:36	bike
2008/6/22	12:29:09	12:38:35	bike
2008/6/22	0:38:35	0:44:55	subway
2008/6/22	14:48:33	14:54:22	subway
2008/6/22	14:54:24	14:59:28	walk
2008/7/21	17:33:04	18:24:53	bike
2008/7/22	8:43:29	8:55:28	bike
2008/7/22	11:03:05	11:47:43	walk
2008/7/22	17:02:05	17:34:40	walk
2008/7/23	17:01:54	17:24:06	walk
2008/7/24	11:24:35	11:49:19	walk
2008/7/24	17:19:54	17:28:08	bike
2008/7/24	17:28:08	21:34:38	bus
2008/7/25	11:46:06	11:47:56	walk
2008/7/25	17:16:04	19:59:15	bus
2008/7/26	23:45:35	23:59:59	walk
2008/7/26	0:00:00	0:30:00	walk
2008/7/27	17:10:36	17:32:34	walk
2008/7/28	16:33:04	16:50:27	bike
2008/7/30	16:44:06	17:17:21	bike
2008/7/30	17:17:21	17:54:10	bus
2008/7/30	17:54:12	18:01:18	walk
