Date	Start Time	End Time	Transportation modes
2008/5/2	11:29:34	13:13:28	walk
2008/5/2	14:37:11	19:13:51	walk
2008/5/2	19:13:51	20:03:36	bus
2008/5/3	19:37:26	21:34:58	car
2008/5/6	13:18:52	13:31:23	bus
2008/5/6	17:43:57	18:49:34	bus
2008/5/6	18:49:34	18:52:06	bike
2008/5/16	18:29:28	18:35:37	bike
2008/5/16	18:35:37	18:44:13	walk
2008/5/16	18:44:13	18:57:33	bike
2008/5/16	21:03:05	21:48:42	walk
2008/5/16	21:48:42	22:11:31	bike
2008/6/27	9:17:40	9:29:22	bike
2008/6/27	9:29:22	9:59:36	bus
2008/6/27	9:59:36	10:10:14	walk
2008/6/27	13:36:35	14:00:36	bus
